profile,coordinate_source,match_id,team_id,match_period,start_event_id,start_type,start_ts,end_ts,duration_s,in_play_duration_s,start_x,max_x,end_x,progression_x,directness,pass_count,action_count,start_zone,success_primary_shot,success_primary_shot_box,goal_count,success_secondary_box_entry,success_secondary_final_third_entry,start_goal_distance_m,min_goal_distance_m,progression_goal_m,avg_progress_speed_mps,required_speed_mps,speed_ratio,progress_fraction,time_fraction,scaled_ratio_to_max,scaled_distance_factor,scaled_max_duration_s,scaled_max_passes,required_min_duration_s,tracking_start_x_m_raw,tracking_start_y_m_raw,tracking_attacking_left,tracking_start_dt_s
balanced_v2_scaled_tracking_coords,tracking,5544200,664,1H,2220208287,duel,614.373,624.831,10.45799999999997,10.45799999999997,20.215120760017058,62.630906362540856,57.82566671658635,42.4157856025238,0.782580226256341,0,2,defensive_third,0,0,0,0,0,84.8322923245483,47.66952866739947,37.16276365714884,3.553524924187124,3.4722222222222223,1.0234151781658918,0.43807331664424304,0.37813458154843543,0.7738755954861359,1.6268717557360866,27.65681984751347,9,3.7112125605711848,32.28487923998294,2.8358549502977866,1,0.013000000000033651
balanced_v2_scaled_tracking_coords,tracking,5544200,13869,1H,2220208803,duel,1220.263,1229.813,9.550000000000182,9.550000000000182,17.462051332743194,54.51388133699447,54.195803613061834,37.05183000425128,0.9689453048165122,1,5,defensive_third,0,0,0,0,0,92.28199218272854,58.2559163792088,34.026075803519745,3.5629398747140417,3.4722222222222223,1.026126683917644,0.3687184790738409,0.31959265682545507,0.836133241910539,1.7577522320519723,29.881787944883527,9,3.7505421238179544,-35.037948667256806,-29.207424130550805,0,0.01700000000005275
balanced_v2_scaled_tracking_coords,tracking,5544200,664,1H,2220208484,duel,1358.96,1368.364,9.403999999999996,9.403999999999996,42.68846003275428,103.79127748874649,103.79127748874649,61.10281745599221,0.7262799793163704,3,4,middle_third,1,0,0,1,1,63.24824124185495,2.8696370923015926,60.378604149553354,6.420523622878921,3.4722222222222223,1.8491108033891293,0.9546289819929001,0.4591711031905146,0.5730690868699058,1.204728404606761,20.480382878314938,7,3.390164856674939,9.811539967245722,-10.844906965862833,1,0.0
balanced_v2_scaled_tracking_coords,tracking,5544200,13869,1H,2220208926,interception,1508.154,1517.413,9.259000000000015,9.259000000000015,32.06331265860948,92.07569416742231,92.07569416742231,60.01238150881283,0.9999999999999997,1,2,defensive_third,0,0,0,1,1,76.97396418279021,16.659844574307996,60.314119608482216,6.514107312720825,3.4722222222222223,1.8760629060635976,0.7835651995946858,0.37147587358672585,0.697432821859992,1.4661707463388611,24.92490268776064,8,3.541952676305579,-20.436687341390517,24.60143901640133,0,0.0060000000000854925
balanced_v2_scaled_tracking_coords,tracking,5544200,664,1H,2220208679,duel,1900.05,1910.216,10.16599999999994,10.16599999999994,22.903152306089112,85.52282599326,85.3783721921514,62.61967368717089,0.9936432260074486,0,4,defensive_third,0,0,0,0,1,83.48602862838659,19.533779959733344,63.95224866865325,6.290797626269292,3.4722222222222223,1.811749716365556,0.7660233660570657,0.37450061301529186,0.7595676902628232,1.5967931138622156,27.145482935657665,8,3.6728121099130124,29.596847693910888,15.166561075688264,1,0.009999999999990905
balanced_v2_scaled_tracking_coords,tracking,5544200,13869,1H,2220209252,interception,2082.491,2092.028,9.536999999999807,9.536999999999807,68.19603920623719,97.00495944512213,97.00495944512213,28.808920238884937,0.6935544906898163,4,5,middle_third,0,0,0,1,1,45.847440509833774,9.996327021396219,35.851113488437555,3.759160479022573,3.181807110764421,1.1814545471046625,0.7819654290351908,0.642908867344883,0.4150794926624423,0.872596457281472,14.834139773785022,5,3.0257708684823257,15.696039206237188,-27.33964650821069,0,0.010999999999967258
balanced_v2_scaled_tracking_coords,tracking,5544200,664,1H,2220208915,duel,2619.913,2624.022,4.108999999999924,4.108999999999924,58.06382806875814,71.27220941311823,62.357715843000975,13.208381344360092,0.5230115714338615,2,4,middle_third,0,0,0,0,1,50.913730142374575,35.50667189364296,15.407058248731616,3.74958828151178,3.3691883690970714,1.112905504454372,0.302611067891657,0.24923647880530925,0.46131061147235924,0.96978533604523,16.48635071276891,5,3.170516741874884,-5.563828068758141,-19.728245777347894,1,0.007000000000061846
balanced_v2_scaled_tracking_coords,tracking,5544200,664,2H,2220209096,duel,3075.62,3083.527,7.907000000000153,7.907000000000153,68.5119112260675,101.08399510383043,101.08399510383043,32.572083877762935,0.9954806243637389,2,4,middle_third,0,0,0,1,1,42.590692029483556,3.9339548409764302,38.65673718850712,4.888925912293711,3.173698607451146,1.540450596290268,0.9076334604224524,0.5728720725825472,0.386209540794753,0.8119049074290701,13.802383426294192,5,3.021258411056179,-16.011911226067497,21.96784980775167,1,0.01999999999998181
balanced_v2_scaled_tracking_coords,tracking,5544200,664,2H,2220209123,interception,3218.368,3227.911,9.54300000000012,6.592000000000098,49.02289304763994,107.57613965542627,107.57613965542627,58.553246607786335,0.9956719887518852,3,5,middle_third,1,1,0,1,1,56.21151274442684,4.960454185447515,51.251058558979324,5.370539511576934,3.4722222222222223,1.5467153793341568,0.9117537681648796,0.5175871188444113,0.5159057576185793,1.0845574024905795,18.43747584233985,6,3.2996729564622864,3.47710695236006,5.128124633908932,1,0.007999999999810825
balanced_v2_scaled_tracking_coords,tracking,5544200,13869,2H,2220209763,duel,3521.49,3531.105,9.615000000000236,9.615000000000236,44.341916323598184,88.30221969462886,80.77142685288395,43.960303371030676,0.8153988362857144,2,3,middle_third,0,0,0,0,1,61.38157791564278,22.134825683915956,39.24675223172682,4.081825505119694,3.4722222222222223,1.175565745474472,0.6393897577162967,0.4826721929205337,0.5573986589058939,1.1717854137647599,19.920352034000917,6,3.366544052520026,-8.158083676401816,9.396541497847014,0,0.009999999999763531
